Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%)
1947-02,-0.3537326,-0.65528214,-0.049895067
1947-03,-0.014744711,-0.34572026,0.31828612
1947-04,0.12498308,-0.14935018,0.4017634
1947-05,-0.03442689,-0.26869008,0.2026639
1947-06,0.031505823,-0.23710224,0.3025426
1947-07,-0.06477447,-0.29275566,0.16603313
1947-08,0.0577552,-0.26828787,0.38574934
1947-09,0.059170723,-0.19374949,0.31456384
1947-10,0.36671,0.15466958,0.58165455
1947-11,0.078542285,-0.11810677,0.27827156
1947-12,-0.29951265,-0.5690234,-0.027777638
1948-01,0.37790608,0.07375373,0.68389827
1948-02,-0.11322764,-0.40287435,0.17832318
1948-03,-0.42441946,-0.74918634,-0.09797865
1948-04,-0.040649403,-0.3171435,0.23778008
1948-05,0.12793471,-0.09980185,0.3579844
1948-06,0.11253265,-0.15129128,0.37833062
1948-07,-0.08958841,-0.31756824,0.14064044
1948-08,-0.04765301,-0.36904845,0.27531886
1948-09,0.004490675,-0.24760857,0.2585686
1948-10,0.093998864,-0.11649783,0.3068324
1948-11,-0.020110333,-0.2160777,0.17833272
1948-12,-0.21921891,-0.47776628,0.04118648
1949-01,0.3381262,0.035956334,0.6417653
1949-02,-0.35865775,-0.65185827,-0.06396137
1949-03,-0.4066106,-0.7345021,-0.077396914
1949-04,-0.1406402,-0.40661174,0.12694164
1949-05,-0.12532707,-0.35368332,0.104884475
1949-06,-0.2306582,-0.4900149,0.030318629
1949-07,-0.18299764,-0.40692332,0.042787246
1949-08,-0.067664586,-0.38832888,0.25429127
1949-09,-0.0939648,-0.34442323,0.15813531
1949-10,0.11724501,-0.09813281,0.33452076
1949-11,-0.044181604,-0.23895724,0.15268353
1949-12,-0.3542191,-0.61253345,-0.09432882
1950-01,-0.5948876,-0.8818183,-0.30664313
1950-02,-0.40347368,-0.6762635,-0.12930228
1950-03,-0.26172742,-0.56570387,0.043489408
1950-04,-0.32781693,-0.5842115,-0.06995292
1950-05,-0.16662629,-0.39316595,0.061575096
1950-06,-0.09173608,-0.35133922,0.16931841
1950-07,-0.23560226,-0.4569999,-0.012504611
1950-08,-0.30688885,-0.6218226,0.0092423195
1950-09,-0.14956716,-0.39802712,0.10040885
1950-10,-0.22181985,-0.4337132,-0.008150864
1950-11,-0.7027079,-0.88966656,-0.51373917
1950-12,-0.3544123,-0.6043534,-0.10296405
1951-01,-0.5879704,-0.83697855,-0.33756542
1951-02,-0.85234725,-1.0887063,-0.6145173
1951-03,-0.46433952,-0.73481745,-0.1925752
1951-04,-0.11198622,-0.34566492,0.12318025
1951-05,-0.02494216,-0.23063898,0.18244329
1951-06,-0.11826898,-0.36623868,0.13110326
1951-07,-0.07427024,-0.28837174,0.1414541
1951-08,0.10834541,-0.2070625,0.42485717
1951-09,0.19649507,-0.053768866,0.44814876
1951-10,0.14904371,-0.05606713,0.35584795
1951-11,-0.04758642,-0.21931447,0.12616071
1951-12,0.39341474,0.15807079,0.63023597
1952-01,0.25653255,0.0135295065,0.50085247
1952-02,0.027645513,-0.203477,0.26015222
1952-03,-0.4323665,-0.69662094,-0.1669005
1952-04,-0.04342939,-0.26988155,0.18443537
1952-05,-0.057396106,-0.26033744,0.14712027
1952-06,-0.013979908,-0.2626781,0.23600519
1952-07,0.13510245,-0.07607471,0.34779367
1952-08,0.07946084,-0.2309003,0.39085415
1952-09,0.121028244,-0.12688391,0.37023136
1952-10,-0.14312968,-0.35004923,0.06533485
1952-11,-0.5437572,-0.7158374,-0.36982223
1952-12,-0.22823678,-0.45990774,0.0048151333
1953-01,0.12509248,-0.11313828,0.3645548
1953-02,0.16037329,-0.070066504,0.39208606
1953-03,0.17998572,-0.07691638,0.43803027
1953-04,0.19205454,-0.032188065,0.4176051
1953-05,0.056313656,-0.14630163,0.26037556
1953-06,0.18612757,-0.060656935,0.43410116
1953-07,-0.0078091198,-0.21888155,0.20465235
1953-08,0.15782821,-0.15346459,0.47006452
1953-09,0.10041409,-0.14719987,0.34921315
1953-10,0.1903827,-0.01326917,0.39547387
1953-11,-0.13351376,-0.31128082,0.045900375
1953-12,0.231669,-0.00027166473,0.46487442
1954-01,-0.5063945,-0.74011075,-0.27153185
1954-02,-0.21939437,-0.45106974,0.013437433
1954-03,-0.3543114,-0.6108978,-0.096680395
1954-04,-0.19904116,-0.42794704,0.031035073
1954-05,-0.29030424,-0.49345848,-0.08583216
1954-06,-0.09385294,-0.3373996,0.15079406
1954-07,-0.18525772,-0.39392424,0.024691997
1954-08,-0.060989305,-0.36776033,0.246656
1954-09,-0.008631949,-0.25390428,0.237733
1954-10,0.07249524,-0.12924919,0.2755666
1954-11,0.23677123,0.06429503,0.4107977
1954-12,-0.24121296,-0.46898982,-0.012259991
1955-01,0.36848652,0.14252236,0.5955287
1955-02,-0.15634482,-0.3785833,0.066989705
1955-03,-0.8009243,-1.04744,-0.55341995
1955-04,-0.37559178,-0.5938748,-0.15619293
1955-05,-0.2027056,-0.40355057,-0.00064853125
1955-06,-0.10478237,-0.35168156,0.14310384
1955-07,-0.1999271,-0.40769187,0.009009618
1955-08,0.03440867,-0.27324688,0.34285688
1955-09,-0.027931305,-0.27480748,0.21993199
1955-10,-0.03318589,-0.23655097,0.17137638
1955-11,-0.4133357,-0.58074576,-0.2444734
1955-12,-0.48687792,-0.70957625,-0.2630858
1956-01,-0.36091045,-0.58363014,-0.13720097
1956-02,-0.71202385,-0.925213,-0.49780086
1956-03,-0.58165103,-0.8213203,-0.34106165
1956-04,-0.5259264,-0.7356851,-0.31511703
1956-05,-0.43153918,-0.6222635,-0.23965994
1956-06,-0.27968478,-0.5168071,-0.041632555
1956-07,-0.27763683,-0.47738054,-0.07679002
1956-08,-0.4051128,-0.70059645,-0.10888235
1956-09,-0.41555253,-0.64831585,-0.18184192
1956-10,-0.33220088,-0.52663046,-0.13663822
1956-11,-0.5093468,-0.6790023,-0.3383939
1956-12,-0.39738148,-0.62095016,-0.17282675
1957-01,-0.27051723,-0.48723873,-0.05288005
1957-02,-0.26176637,-0.46855748,-0.05401588
1957-03,-0.4726855,-0.7072217,-0.2373029
1957-04,-0.16200195,-0.36166912,0.038658723
1957-05,-0.13181387,-0.3135178,0.05098124
1957-06,0.060331825,-0.16509068,0.28663477
1957-07,-0.17218158,-0.362534,0.019212695
1957-08,0.030251747,-0.2506618,0.3118723
1957-09,0.05779694,-0.16428278,0.28077033
1957-10,-0.08924914,-0.27811578,0.100667514
1957-11,0.13265787,-0.026134491,0.29269767
1957-12,0.3016129,0.09501506,0.5091711
1958-01,0.45766082,0.24686788,0.66929626
1958-02,0.21977292,0.02138435,0.41905642
1958-03,-0.07318315,-0.29605827,0.15048894
1958-04,0.006877773,-0.19102369,0.20567636
1958-05,0.028039975,-0.15623914,0.2132822
1958-06,-0.07729082,-0.29998577,0.14620174
1958-07,0.014007701,-0.17624746,0.20519587
1958-08,-0.051159784,-0.3310045,0.22932006
1958-09,-0.114826046,-0.339562,0.1107003
1958-10,-0.004146746,-0.19082879,0.18348607
1958-11,0.058345668,-0.0957449,0.21358675
1958-12,-0.0021768392,-0.20777762,0.2042876
1959-01,0.10428761,-0.09037703,0.29976317
1959-02,0.07172289,-0.12010432,0.26437297
1959-03,0.18740466,-0.018903319,0.39447796
1959-04,0.05492828,-0.13420692,0.24489802
1959-05,-0.1262688,-0.3067789,0.055115525
1959-06,0.11742123,-0.10656715,0.34211475
1959-07,0.040006123,-0.14732675,0.22818153
1959-08,0.008957897,-0.26807934,0.28656554
1959-09,0.04895639,-0.17374764,0.2723696
1959-10,-0.14862342,-0.33490315,0.038503572
1959-11,-0.16604836,-0.32047254,-0.010603182
1959-12,-0.019885436,-0.21775006,0.17877707
1960-01,0.028658843,-0.16969791,0.22771811
1960-02,0.3603964,0.1733004,0.548237
1960-03,-0.69186175,-0.8961548,-0.48688653
1960-04,-0.32029164,-0.5057492,-0.13408291
1960-05,-0.31725317,-0.4947382,-0.13898338
1960-06,0.055772167,-0.16750394,0.27967262
1960-07,-0.09275058,-0.27815238,0.09340263
1960-08,-0.009455428,-0.28318492,0.26478356
1960-09,0.05306646,-0.16902249,0.27578306
1960-10,0.0076018553,-0.18084821,0.19679122
1960-11,-0.22242299,-0.37551048,-0.06842633
1960-12,0.31647587,0.12165187,0.5120151
1961-01,0.07996464,-0.109428875,0.2700021
1961-02,0.2468419,0.067191176,0.42717135
1961-03,0.086797826,-0.11430901,0.28851122
1961-04,0.1123049,-0.070679955,0.29595616
1961-05,0.10115147,-0.07647537,0.27946472
1961-06,0.0867917,-0.1307087,0.30485305
1961-07,-0.018482048,-0.20267361,0.16637157
1961-08,-0.022649089,-0.29715338,0.25229988
1961-09,0.051339585,-0.17007002,0.27330026
1961-10,-0.05761669,-0.24886258,0.13426691
1961-11,0.0018807483,-0.1403737,0.1449914
1961-12,-0.18962358,-0.3834655,0.004847539
1962-01,0.17552523,-0.0093434,0.3609658
1962-02,0.2541526,0.07887846,0.4300299
1962-03,-0.022695316,-0.2209434,0.1760862
1962-04,0.03705399,-0.14307693,0.21777183
1962-05,-0.097427115,-0.27804953,0.08378063
1962-06,-0.14824913,-0.37018904,0.074167386
1962-07,-0.04331318,-0.23220491,0.14613834
1962-08,-0.065634914,-0.3446895,0.21379888
1962-09,-0.021805188,-0.2448271,0.20169105
1962-10,0.11943725,-0.07272219,0.31214696
1962-11,0.07634251,-0.0693012,0.22271149
1962-12,0.05427248,-0.14060794,0.24969552
1963-01,-0.07751709,-0.26229808,0.107754566
1963-02,0.38094863,0.20646717,0.5559497
1963-03,-0.31552407,-0.5140907,-0.1165007
1963-04,-0.22292385,-0.40154997,-0.04379021
1963-05,-0.17746904,-0.35463697,0.00021058712
1963-06,-0.1309245,-0.34768915,0.0862586
1963-07,0.048388757,-0.13703603,0.23430252
1963-08,0.03546202,-0.2388089,0.31006378
1963-09,0.14450987,-0.07593251,0.3653637
1963-10,0.3987076,0.21044685,0.58744997
1963-11,0.27319977,0.12389988,0.42310652
1963-12,-0.11423078,-0.3114087,0.08340703
1964-01,-0.03941328,-0.22169608,0.1432906
1964-02,-0.25733775,-0.43382013,-0.08042049
1964-03,-0.49141997,-0.6904631,-0.29199114
1964-04,-0.33402234,-0.5151151,-0.15250577
1964-05,-0.17966671,-0.3571047,-0.001796194
1964-06,-0.24832407,-0.46612927,-0.030166341
1964-07,-0.20034692,-0.3851154,-0.015162992
1964-08,-0.26854286,-0.5428202,0.0060145045
1964-09,-0.27856982,-0.4992185,-0.057573166
1964-10,-0.3881444,-0.5753038,-0.20057489
1964-11,-0.30136028,-0.44512877,-0.1570583
1964-12,-0.43118924,-0.62644094,-0.2355444
1965-01,-0.06971789,-0.25022048,0.11113925
1965-02,-0.44705307,-0.6184031,-0.27532962
1965-03,-0.28488737,-0.48146927,-0.087979905
1965-04,-0.46287507,-0.64298415,-0.28241065
1965-05,-0.24557258,-0.4254885,-0.06530097
1965-06,-0.1371221,-0.3576796,0.08372568
1965-07,-0.3042749,-0.4879798,-0.12022161
1965-08,-0.22786672,-0.5059759,0.050472677
1965-09,-0.19294152,-0.41492456,0.029329922
1965-10,-0.05140497,-0.23893578,0.13646711
1965-11,-0.2212121,-0.36469486,-0.07728356
1965-12,-0.14455955,-0.34194493,0.053150102
1966-01,-0.21040022,-0.39024365,-0.030265452
1966-02,-0.12890291,-0.29569256,0.038200855
1966-03,-0.13532332,-0.33168826,0.06130847
1966-04,-0.26644108,-0.44305888,-0.089526586
1966-05,-0.19365783,-0.37183622,-0.015185404
1966-06,0.065753005,-0.1515077,0.28325495
1966-07,-0.0051772157,-0.18741108,0.17734419
1966-08,0.018433653,-0.25500953,0.29206854
1966-09,-0.019106494,-0.23945434,0.2014792
1966-10,-0.17769827,-0.36367142,0.008556635
1966-11,-0.1484123,-0.29542148,-0.0010468371
1966-12,-0.35268423,-0.5509434,-0.15416074
1967-01,-0.3019813,-0.48248702,-0.12124314
1967-02,-0.44634336,-0.61447185,-0.27796534
1967-03,-0.09509187,-0.29285946,0.10288787
1967-04,-0.070647985,-0.24769841,0.106639385
1967-05,0.13493022,-0.04422345,0.31431806
1967-06,-0.21379781,-0.43265432,0.0052504465
1967-07,-0.11263183,-0.29544553,0.07041137
1967-08,-0.07454981,-0.3493395,0.20039259
1967-09,-0.122663185,-0.3421872,0.09705196
1967-10,0.34921485,0.16337043,0.535285
1967-11,0.021333724,-0.12680426,0.16975482
1967-12,-0.12685426,-0.3224158,0.06892183
1968-01,-0.35608047,-0.5360035,-0.17597592
1968-02,-0.2721484,-0.43988818,-0.104213856
1968-03,0.33838952,0.1434908,0.53345585
1968-04,-0.20452276,-0.3828682,-0.025994176
1968-05,-0.3097603,-0.48993382,-0.12940551
1968-06,-0.28829637,-0.50851935,-0.06792505
1968-07,-0.21269879,-0.3952968,-0.029921861
1968-08,-0.18755658,-0.4636217,0.0886269
1968-09,-0.19483308,-0.41531914,0.025801158
1968-10,-0.11500983,-0.30071232,0.070868574
1968-11,-0.25293773,-0.39594746,-0.10969965
1968-12,-0.41375563,-0.60672176,-0.22062019
1969-01,-0.6164433,-0.7964575,-0.43629268
1969-02,-0.72615165,-0.8945973,-0.5575604
1969-03,-0.28512624,-0.47895995,-0.09116593
1969-04,-0.0025670207,-0.17977728,0.17478171
1969-05,-0.0033472246,-0.18140271,0.17484608
1969-06,-0.08231132,-0.29881677,0.1343075
1969-07,0.03212552,-0.15049104,0.21487647
1969-08,-0.02553237,-0.29860353,0.24762867
1969-09,-0.067665316,-0.2859777,0.15075949
1969-10,-0.036568083,-0.22111048,0.14810729
1969-11,0.18169922,0.03841667,0.325153
1969-12,0.2717041,0.078797944,0.46473747
1970-01,-0.034043904,-0.21309415,0.14510447
1970-02,0.31938875,0.15363692,0.4852466
1970-03,-0.24789256,-0.4419689,-0.05372566
1970-04,0.016201241,-0.1596292,0.19213162
1970-05,-0.09933816,-0.27573115,0.07715442
1970-06,0.09074133,-0.12479091,0.30635512
1970-07,-0.012662696,-0.19478919,0.16956028
1970-08,-0.06352599,-0.33681786,0.2098302
1970-09,0.008729259,-0.20991659,0.22745548
1970-10,-0.17250402,-0.35793588,0.013022585
1970-11,-0.089415304,-0.23386413,0.055155136
1970-12,-0.3168758,-0.511831,-0.12183049
1971-01,-0.08652833,-0.2651522,0.09216139
1971-02,-0.42603242,-0.592956,-0.25903836
1971-03,-0.47281483,-0.6650156,-0.28055286
1971-04,-0.36310014,-0.53876877,-0.18736458
1971-05,-0.2964496,-0.47247484,-0.12035754
1971-06,-0.29930782,-0.51508486,-0.08347627
1971-07,-0.17222181,-0.35514385,0.01076451
1971-08,-0.11612587,-0.3888578,0.15664922
1971-09,-0.010218444,-0.22871836,0.20833531
1971-10,-0.09342156,-0.27717555,0.090396434
1971-11,-0.03309245,-0.17345761,0.10735651
1971-12,-0.07956698,-0.26908877,0.110016905
1972-01,-0.77790827,-0.96371645,-0.59206176
1972-02,-0.6484979,-0.82064867,-0.47630578
1972-03,-0.27070552,-0.46822852,-0.073146485
1972-04,-0.17727934,-0.35760048,0.0030812614
1972-05,-0.20843038,-0.3847255,-0.032094862
1972-06,-0.05115269,-0.26759923,0.16532671
1972-07,-0.07263534,-0.2563646,0.11113268
1972-08,-0.074305356,-0.3468088,0.19822419
1972-09,-0.221952,-0.4407418,-0.0031296804
1972-10,-0.09055737,-0.275517,0.09444074
1972-11,-0.25205564,-0.398857,-0.10520584
1972-12,0.089599706,-0.10429446,0.28353056
1973-01,0.16353954,-0.02283452,0.3499331
1973-02,0.54268456,0.36785957,0.7175303
1973-03,0.38765413,0.18946335,0.58586323
1973-04,0.27472818,0.094529435,0.4549471
1973-05,0.16403092,-0.015276119,0.34335822
1973-06,0.26323438,0.045667645,0.48081782
1973-07,0.09971668,-0.083071135,0.28252438
1973-08,0.039946344,-0.23317507,0.31308106
1973-09,-0.041409276,-0.26058412,0.17778213
1973-10,-0.009270064,-0.19441433,0.17589381
1973-11,-0.13749501,-0.2822262,0.007261254
1973-12,-0.08510932,-0.278678,0.108478114
1974-01,-0.4510055,-0.6357463,-0.2662576
1974-02,-0.6165822,-0.788879,-0.4442779
1974-03,-0.19009073,-0.38366678,0.0034920906
1974-04,-0.15201373,-0.3307526,0.026732458
1974-05,-0.23969184,-0.41682836,-0.06254794
1974-06,-0.1883714,-0.4041131,0.02737635
1974-07,-0.08463381,-0.26779065,0.09853015
1974-08,-0.119604126,-0.39219502,0.15299156
1974-09,-0.23988876,-0.459807,-0.019964546
1974-10,-0.36055824,-0.5458136,-0.17529581
1974-11,-0.34223896,-0.4873133,-0.19715564
1974-12,-0.35764015,-0.5501904,-0.16508316
1975-01,0.14000839,-0.04430167,0.32431924
1975-02,-0.0052793627,-0.17659128,0.1660334
1975-03,0.023287995,-0.17146485,0.21804157
1975-04,0.041323528,-0.13409379,0.21674168
1975-05,-0.0016445047,-0.17974097,0.17645277
1975-06,-0.013648559,-0.22806413,0.2007677
1975-07,-0.039322846,-0.22173832,0.14309342
1975-08,-0.13879877,-0.41386476,0.13626774
1975-09,0.04962535,-0.1686528,0.26790416
1975-10,-0.199738,-0.38449898,-0.014976218
1975-11,-0.3099865,-0.45416954,-0.16580248
1975-12,-0.31057435,-0.49973938,-0.121408515
1976-01,-0.08319419,-0.26686338,0.1004742
1976-02,-0.35909027,-0.5255575,-0.1926239
1976-03,-0.7397995,-0.9321734,-0.5474264
1976-04,-0.17052405,-0.34656265,0.005513718
1976-05,-0.31169516,-0.489079,-0.13431212
1976-06,-0.30537054,-0.5193521,-0.09138968
1976-07,-0.3012115,-0.48466823,-0.11775558
1976-08,-0.3011499,-0.5745524,-0.027747944
1976-09,-0.21826927,-0.4371481,0.0006088739
1976-10,-0.6879743,-0.87349266,-0.50245667
1976-11,-0.4457689,-0.5901482,-0.3013906
1976-12,-0.30484694,-0.4969965,-0.11269815
1977-01,-0.4155205,-0.60523623,-0.22581163
1977-02,0.096600644,-0.0804321,0.273626
1977-03,0.25244746,0.06046732,0.4444208
1977-04,0.26097673,0.076079056,0.4458673
1977-05,0.11991092,-0.0576041,0.29741856
1977-06,0.21577096,0.0004689485,0.4310669
1977-07,0.086042084,-0.096814044,0.26889107
1977-08,-0.0025235896,-0.2745036,0.2694516
1977-09,0.021452473,-0.19662167,0.23952061
1977-10,-0.051548116,-0.23618339,0.13308008
1977-11,0.40286627,0.2575124,0.54821116
1977-12,0.047161106,-0.1437403,0.23805566
1978-01,0.04303796,-0.14191729,0.22797357
1978-02,-0.04943799,-0.22208579,0.12318877
1978-03,0.13353,-0.06345404,0.3304956
1978-04,0.0023910226,-0.1736904,0.1784518
1978-05,-0.050284863,-0.22671284,0.12612253
1978-06,-0.16710024,-0.3835326,0.049315356
1978-07,-0.078050464,-0.26028514,0.10416428
1978-08,-0.25012177,-0.52810895,0.027852366
1978-09,-0.07527301,-0.29314986,0.14258717
1978-10,-0.0658243,-0.25085175,0.119183525
1978-11,0.13783704,-0.0065375757,0.28218648
1978-12,-0.13634099,-0.32766488,0.054963913
1979-01,-0.10625919,-0.2928392,0.08028268
1979-02,-0.304662,-0.47806007,-0.131305
1979-03,0.008793785,-0.19442487,0.2119774
1979-04,-0.24606374,-0.42661068,-0.06555623
1979-05,-0.07829959,-0.25730678,0.100667834
1979-06,0.10945869,-0.10851128,0.327396
1979-07,0.025093116,-0.15697324,0.20712037
1979-08,0.052494965,-0.22063614,0.3256
1979-09,0.07878392,-0.13867964,0.29621476
1979-10,0.219649,0.032901265,0.4063586
1979-11,0.11756036,-0.030297527,0.2653701
1979-12,0.62073386,0.42796606,0.81346476
1980-01,0.09746511,-0.09244158,0.28730986
1980-02,0.2392265,0.05742643,0.42096186
1980-03,-0.11076668,-0.3135325,0.091941096
1980-04,0.16031589,-0.020592785,0.34115952
1980-05,0.2728756,0.09417287,0.4515125
1980-06,0.13848755,-0.078162536,0.35508332
1980-07,0.06813794,-0.112012245,0.2482228
1980-08,0.084776275,-0.18718491,0.35669422
1980-09,0.09724969,-0.11939706,0.31384212
1980-10,0.1325021,-0.052093133,0.3170336
1980-11,0.24691834,0.101263754,0.3924921
1980-12,0.10905114,-0.08493689,0.3029785
1981-01,0.7375482,0.54292196,0.93208396
1981-02,0.60137326,0.41707125,0.7855799
1981-03,0.51365495,0.30619335,0.7210318
1981-04,0.41166002,0.22289126,0.60033566
1981-05,0.11086369,-0.068151206,0.28978038
1981-06,0.1467225,-0.07101064,0.36437488
1981-07,0.094781086,-0.084155664,0.2736196
1981-08,0.24291359,-0.028559854,0.5143223
1981-09,0.10705552,-0.11012702,0.32415712
1981-10,0.053129155,-0.13096936,0.23713216
1981-11,0.15400894,0.0057654288,0.30213383
1981-12,0.48031232,0.27785918,0.68267864
1982-01,-0.20882201,-0.4195322,0.0017716584
1982-02,0.10710472,-0.085658625,0.29974067
1982-03,-0.23440537,-0.4546391,-0.014283118
1982-04,0.0363384,-0.15382743,0.22637509
1982-05,-0.003556525,-0.18461128,0.17736259
1982-06,-0.119165264,-0.3353057,0.09686156
1982-07,0.025240794,-0.15685089,0.20719762
1982-08,0.008174005,-0.26381725,0.28007498
1982-09,0.08590024,-0.12956005,0.30124655
1982-10,-0.12734748,-0.3099485,0.055119038
1982-11,-0.13952835,-0.28405172,0.0048250603
1982-12,0.4080068,0.20844658,0.6074439
1983-01,0.7102464,0.49885282,0.92148536
1983-02,0.47558564,0.27660164,0.67440534
1983-03,0.35269243,0.13671026,0.5685232
1983-04,0.14123434,-0.046282545,0.32857683
1983-05,0.14982423,-0.033584945,0.33305514
1983-06,0.116478235,-0.099768564,0.33257383
1983-07,0.2614326,0.079554185,0.44313124
1983-08,0.32793325,0.057175618,0.59857017
1983-09,0.39430857,0.17729461,0.61117184
1983-10,0.20349255,0.018551765,0.38825652
1983-11,0.56067497,0.41664457,0.7044783
1983-12,0.12719986,-0.0708205,0.3250551
1984-01,0.13539676,-0.0722189,0.34281015
1984-02,-0.107612215,-0.31266457,0.0972353
1984-03,0.036649905,-0.1922793,0.26539567
1984-04,-0.11571123,-0.31209508,0.080458745
1984-05,0.22189818,0.03995812,0.40360737
1984-06,0.037003126,-0.18093754,0.2547511
1984-07,-0.011412801,-0.19187284,0.16881445
1984-08,0.03789044,-0.23428138,0.30990797
1984-09,-0.13541903,-0.34971377,0.07867975
1984-10,0.08313983,-0.10087483,0.2669262
1984-11,-0.16755106,-0.31483793,-0.020549493
1984-12,-0.51684874,-0.7166076,-0.31730023
1985-01,-0.0010954887,-0.20059203,0.19813803
1985-02,-0.27918056,-0.46607983,-0.0925621
1985-03,-0.09791859,-0.31776938,0.12169355
1985-04,-0.016212905,-0.20618124,0.17347918
1985-05,0.06014803,-0.123711236,0.24372186
1985-06,-0.04734784,-0.2659923,0.17105666
1985-07,-0.1416157,-0.3231445,0.03962399
1985-08,0.11563916,-0.15700577,0.38809168
1985-09,-0.032843582,-0.2504922,0.18456393
1985-10,0.025269464,-0.16162188,0.21188001
1985-11,-0.042064987,-0.1903645,0.10588049
1985-12,0.052992713,-0.14482687,0.25054705
1986-01,0.42805868,0.22896424,0.6268311
1986-02,0.19986603,0.010021862,0.38937247
1986-03,0.19084406,-0.031094206,0.4124935
1986-04,0.2536127,0.06439016,0.4424964
1986-05,0.18346687,-0.0031421934,0.36973232
1986-06,0.13369077,-0.08209235,0.34917682
1986-07,-0.0478501,-0.22732739,0.13126992
1986-08,0.01602773,-0.25387278,0.28569078
1986-09,-0.078647956,-0.29591137,0.13832042
1986-10,-0.007161543,-0.18912101,0.17444552
1986-11,-0.048195668,-0.19730072,0.100479126
1986-12,0.03010568,-0.17168993,0.23158358
1987-01,0.17949882,-0.025235336,0.3838573
1987-02,0.68131095,0.48152685,0.88071007
1987-03,-0.11113064,-0.3274711,0.10485433
1987-04,0.1845634,-0.011314661,0.38004878
1987-05,0.18094772,-0.009044843,0.3705354
1987-06,0.21395175,-0.002865292,0.4304141
1987-07,0.37262017,0.19226164,0.5525521
1987-08,0.20522681,-0.066487424,0.47665808
1987-09,0.31873897,0.10267132,0.5344507
1987-10,0.25854856,0.07698898,0.4396844
1987-11,0.1351853,-0.015575059,0.2854351
1987-12,0.53055334,0.32891512,0.7318101
1988-01,0.6570416,0.45114994,0.86249185
1988-02,0.28542757,0.0883495,0.48204443
1988-03,0.38037556,0.16487546,0.595454
1988-04,0.31033581,0.11013657,0.5100811
1988-05,0.36999246,0.17886093,0.56064844
1988-06,0.43514892,0.21358946,0.6562983
1988-07,0.3539883,0.17117676,0.53630257
1988-08,0.31444353,0.042029805,0.5865238
1988-09,0.37824807,0.16283481,0.5932394
1988-10,0.33710498,0.15341613,0.5202989
1988-11,0.08798362,-0.06324546,0.23861118
1988-12,0.4658423,0.26104766,0.67019314
1989-01,0.12272164,-0.08116572,0.32608896
1989-02,0.42367035,0.23070225,0.61608887
1989-03,0.3799721,0.16142505,0.5980341
1989-04,0.22289838,0.030143602,0.415103
1989-05,0.18261431,-0.0051298924,0.36979362
1989-06,0.15897414,-0.061747327,0.37921533
1989-07,0.20144834,0.018640013,0.38367647
1989-08,0.2297322,-0.042917762,0.5019935
1989-09,0.22385676,0.0045410953,0.44268906
1989-10,0.30092585,0.1141702,0.48711362
1989-11,0.06759732,-0.0793254,0.21379751
1989-12,0.3160236,0.116525866,0.5149898
1990-01,0.37697122,0.16609366,0.5872687
1990-02,0.5271806,0.3297057,0.7240359
1990-03,1.1812389,0.955469,1.406467
1990-04,0.5897846,0.39687452,0.78206044
1990-05,0.40522304,0.21923402,0.59055406
1990-06,0.44114217,0.22172678,0.6600001
1990-07,0.28870818,0.107686125,0.4690541
1990-08,0.3668826,0.09856933,0.6347402
1990-09,0.21828727,0.0053374995,0.4306626
1990-10,0.485167,0.30355152,0.6661086
1990-11,0.59446967,0.44196346,0.7461727
1990-12,0.39776576,0.18992409,0.6050188
1991-01,0.52102864,0.31859723,0.72276926
1991-02,0.52371424,0.31465465,0.7321051
1991-03,0.26616198,0.030727115,0.50100315
1991-04,0.5527674,0.3490863,0.755762
1991-05,0.30381513,0.107471064,0.49944693
1991-06,0.55785084,0.33593136,0.7791404
1991-07,0.39775512,0.21069773,0.5840647
1991-08,0.3336019,0.060228202,0.60646445
1991-09,0.35770825,0.14258124,0.5721854
1991-10,0.33888108,0.15557809,0.52142096
1991-11,0.24728604,0.09820607,0.39542666
1991-12,0.09845639,-0.110485986,0.30672958
1992-01,0.68557876,0.47151268,0.8989047
1992-02,0.5292709,0.31933984,0.73844707
1992-03,0.41511247,0.17530093,0.65426344
1992-04,0.07031571,-0.13624245,0.27610663
1992-05,0.112754405,-0.079739496,0.30442476
1992-06,0.04514973,-0.17823239,0.26782256
1992-07,-0.24896155,-0.43407217,-0.064707465
1992-08,-0.10013341,-0.37596402,0.1751231
1992-09,-0.23109646,-0.44553286,-0.01739904
1992-10,-0.19171192,-0.37251565,-0.011785258
1992-11,-0.2245416,-0.3798343,-0.07027092
1992-12,0.18207371,-0.02979544,0.3931949
1993-01,0.43631387,0.21477506,0.65704805
1993-02,0.4415745,0.24246028,0.63979304
1993-03,0.32872483,0.102841385,0.5538192
1993-04,0.17347758,-0.020944688,0.36698243
1993-05,0.21941501,0.026475037,0.4114305
1993-06,0.21765403,-0.0043858546,0.43889108
1993-07,0.13770673,-0.048578173,0.32303396
1993-08,0.100225635,-0.17465949,0.37446266
1993-09,-0.08751153,-0.30785766,0.13202555
1993-10,0.12951545,-0.050276544,0.30831498
1993-11,-0.3096016,-0.47226867,-0.14803217
1993-12,0.2702592,0.05487199,0.48481867
1994-01,0.34949946,0.13456936,0.5635023
1994-02,-0.15555009,-0.35889772,0.046817232
1994-03,0.30361488,0.06685595,0.53953236
1994-04,0.41690403,0.21052988,0.6223123
1994-05,0.35421196,0.15714052,0.5502717
