,1991-2023,average
0.0,0.03606732083921177,0.03606732083921177
100.0,0.029190742401115664,0.029190742401115664
200.0,0.029101764149088598,0.029101764149088598
300.0,0.029351465609048256,0.029351465609048256
400.0,0.02945666741068665,0.02945666741068665
500.0,0.02948737251394037,0.02948737251394037
600.0,0.029434091229832652,0.029434091229832652
700.0,0.029364474802683498,0.029364474802683498
800.0,0.02928562007737972,0.02928562007737972
900.0,0.029210289321158493,0.029210289321158493
1000.0,0.029142609022341018,0.029142609022341018
1100.0,0.029083372237559066,0.029083372237559066
1200.0,0.029039633894765302,0.029039633894765302
1300.0,0.029018164463880627,0.029018164463880627
1400.0,0.02901623211325588,0.02901623211325588
1500.0,0.029029438108565574,0.029029438108565574
1600.0,0.02905904595385963,0.02905904595385963
1700.0,0.029106171442442694,0.029106171442442694
1800.0,0.02916528580779259,0.02916528580779259
1900.0,0.029230856778376002,0.029230856778376002
2000.0,0.029306151331708462,0.029306151331708462
2100.0,0.02939493793328883,0.02939493793328883
2200.0,0.029490829874033068,0.029490829874033068
2300.0,0.029587158439790484,0.029587158439790484
2400.0,0.029688336034571532,0.029688336034571532
2500.0,0.029805004777038138,0.029805004777038138
2600.0,0.0299602650167037,0.0299602650167037
2700.0,0.030168638900535467,0.030168638900535467
2800.0,0.03039798561232866,0.03039798561232866
2900.0,0.030613768425186667,0.030613768425186667
3000.0,0.030827423400440482,0.030827423400440482
3100.0,0.031060061085773694,0.031060061085773694
3200.0,0.03132356674863481,0.03132356674863481
3300.0,0.03162154399990278,0.03162154399990278
3400.0,0.03193696627228725,0.03193696627228725
3500.0,0.0322493743387598,0.0322493743387598
3600.0,0.03254803874420016,0.03254803874420016
3700.0,0.032824917194400095,0.032824917194400095
3800.0,0.03306548212726705,0.03306548212726705
3900.0,0.03325716333954569,0.03325716333954569
4000.0,0.03342464664402408,0.03342464664402408
4100.0,0.033596169777793776,0.033596169777793776
4200.0,0.03377672269773907,0.03377672269773907
4300.0,0.03395969291016181,0.03395969291016181
4400.0,0.034110687331393,0.034110687331393
4500.0,0.034203462859974075,0.034203462859974075
4600.0,0.034285696830204326,0.034285696830204326
4700.0,0.034407161548659526,0.034407161548659526
4800.0,0.03455240554190341,0.03455240554190341
4900.0,0.0346985689932353,0.0346985689932353
5000.0,0.0348552352434356,0.0348552352434356
5100.0,0.03503533016519139,0.03503533016519139
5200.0,0.03523639512554652,0.03523639512554652
5300.0,0.0354526082129864,0.0354526082129864
5400.0,0.03567861693341858,0.03567861693341858
5500.0,0.035908417147844554,0.035908417147844554
5600.0,0.036133733806981205,0.036133733806981205
5700.0,0.03635318542234183,0.03635318542234183
5800.0,0.036595159321000846,0.036595159321000846
5900.0,0.0368804452443207,0.0368804452443207
6000.0,0.037169713253047285,0.037169713253047285
6100.0,0.03742348513457389,0.03742348513457389
6200.0,0.03766257709267664,0.03766257709267664
6300.0,0.03791200261555121,0.03791200261555121
6400.0,0.03815398591694252,0.03815398591694252
6500.0,0.03837440552169657,0.03837440552169657
6600.0,0.03861458215630836,0.03861458215630836
6700.0,0.038905661404614274,0.038905661404614274
6800.0,0.03918474595549292,0.03918474595549292
6900.0,0.03938940047051284,0.03938940047051284
7000.0,0.0395547840991487,0.0395547840991487
7100.0,0.03972730675035409,0.03972730675035409
7200.0,0.03990051534860522,0.03990051534860522
7300.0,0.040061352537078515,0.040061352537078515
7400.0,0.04022095077778586,0.04022095077778586
7500.0,0.04038517101167555,0.04038517101167555
7600.0,0.04051316570913136,0.04051316570913136
7700.0,0.04056659460187072,0.04056659460187072
7800.0,0.04057382865347979,0.04057382865347979
7900.0,0.040569838718227495,0.040569838718227495
8000.0,0.04055064986976823,0.04055064986976823
8100.0,0.04050898372975183,0.04050898372975183
8200.0,0.04046069789047645,0.04046069789047645
8300.0,0.04042244878019445,0.04042244878019445
8400.0,0.04038938497607878,0.04038938497607878
8500.0,0.04034792585760006,0.04034792585760006
8600.0,0.04027022963288444,0.04027022963288444
8700.0,0.04013336309460769,0.04013336309460769
8800.0,0.03997172407477398,0.03997172407477398
8900.0,0.03981660035338862,0.03981660035338862
9000.0,0.03963980016567266,0.03963980016567266
9100.0,0.039415301011904685,0.039415301011904685
9200.0,0.03917475960591457,0.03917475960591457
9300.0,0.038954496896700365,0.038954496896700365
9400.0,0.03876158172467253,0.03876158172467253
9500.0,0.038601798256196966,0.038601798256196966
9600.0,0.03850121826408307,0.03850121826408307
9700.0,0.03846896836167763,0.03846896836167763
9800.0,0.03844410797159517,0.03844410797159517
9900.0,0.038375962524523015,0.038375962524523015
10000.0,0.03830668278183764,0.03830668278183764
10100.0,0.03827557563992929,0.03827557563992929
10200.0,0.03824007463663169,0.03824007463663169
10300.0,0.038157782813948604,0.038157782813948604
10400.0,0.038053498753103994,0.038053498753103994
10500.0,0.03795728726618407,0.03795728726618407
10600.0,0.03787300555646688,0.03787300555646688
10700.0,0.037808761216745125,0.037808761216745125
10800.0,0.03781068200582328,0.03781068200582328
10900.0,0.03790592336913716,0.03790592336913716
11000.0,0.038023573789791626,0.038023573789791626
11100.0,0.038094109557981724,0.038094109557981724
11200.0,0.03813663012639297,0.03813663012639297
11300.0,0.03819087605429339,0.03819087605429339
11400.0,0.03829345184511166,0.03829345184511166
11500.0,0.03847095086011497,0.03847095086011497
11600.0,0.038731852556991096,0.038731852556991096
11700.0,0.03907340876967987,0.03907340876967987
11800.0,0.03945837602194445,0.03945837602194445
11900.0,0.039847791328564114,0.039847791328564114
12000.0,0.040230629125709835,0.040230629125709835
12100.0,0.04061183411301212,0.04061183411301212
12200.0,0.041023454147798594,0.041023454147798594
12300.0,0.04149348952041949,0.04149348952041949
12400.0,0.042019218406403845,0.042019218406403845
12500.0,0.04259657379235422,0.04259657379235422
12600.0,0.04324252089887729,0.04324252089887729
12700.0,0.043962521918560336,0.043962521918560336
12800.0,0.04470720269237671,0.04470720269237671
12900.0,0.04543123115154327,0.04543123115154327
13000.0,0.04616033120755667,0.04616033120755667
13100.0,0.04692646272368947,0.04692646272368947
13200.0,0.0476998854165509,0.0476998854165509
13300.0,0.048452738021520725,0.048452738021520725
13400.0,0.04924710241676271,0.04924710241676271
13500.0,0.05014511725523519,0.05014511725523519
13600.0,0.051108321457158115,0.051108321457158115
13700.0,0.05208299339416355,0.05208299339416355
13800.0,0.05306520779066854,0.05306520779066854
13900.0,0.0540541219929868,0.0540541219929868
14000.0,0.05501270006856662,0.05501270006856662
14100.0,0.055893209432900395,0.055893209432900395
14200.0,0.05664792362750404,0.05664792362750404
14300.0,0.05727678453693037,0.05727678453693037
14400.0,0.057939323987177126,0.057939323987177126
14500.0,0.05876619655323032,0.05876619655323032
14600.0,0.05965984179566914,0.05965984179566914
14700.0,0.060491601558919236,0.060491601558919236
14800.0,0.06122652119713859,0.06122652119713859
14900.0,0.06187916700256299,0.06187916700256299
15000.0,0.06256674523527042,0.06256674523527042
15100.0,0.06329950699647345,0.06329950699647345
15200.0,0.06356486073412124,0.06356486073412124
15300.0,0.06300252370634289,0.06300252370634289
15400.0,0.06229474111216111,0.06229474111216111
15500.0,0.06210994858103011,0.06210994858103011
15600.0,0.062235720460533966,0.062235720460533966
15700.0,0.06234377432452542,0.06234377432452542
