,1991-2023,average
8900.0,0.046435298707424126,0.046435298707424126
9000.0,0.046774215890566795,0.046774215890566795
9100.0,0.04711345606501076,0.04711345606501076
9200.0,0.04745702357730126,0.04745702357730126
9300.0,0.047812570749270866,0.047812570749270866
9400.0,0.04816593182170824,0.04816593182170824
9500.0,0.04850865226041981,0.04850865226041981
9600.0,0.04887794679422123,0.04887794679422123
9700.0,0.04929704976857686,0.04929704976857686
9800.0,0.049689814452197306,0.049689814452197306
9900.0,0.04999134891947716,0.04999134891947716
10000.0,0.05027691029388372,0.05027691029388372
10100.0,0.05062809395641867,0.05062809395641867
10200.0,0.05101227567898803,0.05101227567898803
10300.0,0.05138360331449941,0.05138360331449941
10400.0,0.05175482952266529,0.05175482952266529
10500.0,0.05213959023636958,0.05213959023636958
10600.0,0.052505658159393225,0.052505658159393225
10700.0,0.052826486870201084,0.052826486870201084
10800.0,0.053142542472832455,0.053142542472832455
10900.0,0.05349013423263427,0.05349013423263427
11000.0,0.0538224491233703,0.0538224491233703
11100.0,0.054090480809051,0.054090480809051
11200.0,0.05431742096859495,0.05431742096859495
11300.0,0.054532146462638376,0.054532146462638376
11400.0,0.05471589536127991,0.05471589536127991
11500.0,0.05485132595681681,0.05485132595681681
11600.0,0.0549740131987386,0.0549740131987386
11700.0,0.05511743299628582,0.05511743299628582
11800.0,0.055259439906672904,0.055259439906672904
11900.0,0.055376219533344886,0.055376219533344886
12000.0,0.055489800845479234,0.055489800845479234
12100.0,0.05561981120697007,0.05561981120697007
12200.0,0.05572963674082691,0.05572963674082691
12300.0,0.05578238673802331,0.05578238673802331
12400.0,0.05579563967429881,0.05579563967429881
12500.0,0.0557991568290053,0.0557991568290053
12600.0,0.05581855768545649,0.05581855768545649
12700.0,0.05587413231024358,0.05587413231024358
12800.0,0.05597409294912678,0.05597409294912678
12900.0,0.05611915809670168,0.05611915809670168
13000.0,0.056293080721623534,0.056293080721623534
13100.0,0.056458862593047596,0.056458862593047596
13200.0,0.05651027782495221,0.05651027782495221
13300.0,0.05638455666872491,0.05638455666872491
13400.0,0.056253199128412194,0.056253199128412194
13500.0,0.05628299454646859,0.05628299454646859
13600.0,0.056403361089496604,0.056403361089496604
13700.0,0.056518861609446205,0.056518861609446205
13800.0,0.0566663418993741,0.0566663418993741
13900.0,0.05687898708035895,0.05687898708035895
14000.0,0.05704817602409477,0.05704817602409477
14100.0,0.05706356420633463,0.05706356420633463
14200.0,0.05695260067602896,0.05695260067602896
14300.0,0.05680609959426771,0.05680609959426771
14400.0,0.05679309893946854,0.05679309893946854
14500.0,0.05702547011413382,0.05702547011413382
14600.0,0.05738061048811454,0.05738061048811454
14700.0,0.057710457912955065,0.057710457912955065
14800.0,0.057970516970669815,0.057970516970669815
14900.0,0.05817587627392731,0.05817587627392731
15000.0,0.05847315476614655,0.05847315476614655
15100.0,0.05887098329481887,0.05887098329481887
15200.0,0.058735980425839336,0.058735980425839336
15300.0,0.057683628225695636,0.057683628225695636
15400.0,0.056731863004316894,0.056731863004316894
15500.0,0.056775058859160094,0.056775058859160094
15600.0,0.05732998520714036,0.05732998520714036
15700.0,0.05778896765784365,0.05778896765784365
15800.0,0.05821015259338338,0.05821015259338338
15900.0,0.05874262691248141,0.05874262691248141
16000.0,0.059290522391929945,0.059290522391929945
16100.0,0.05978392517268338,0.05978392517268338
16200.0,0.060452397112506426,0.060452397112506426
16300.0,0.06132934166105104,0.06132934166105104
16400.0,0.061489573060004465,0.061489573060004465
16500.0,0.06040755897638729,0.06040755897638729
16600.0,0.05940777265117852,0.05940777265117852
16700.0,0.05950406562640624,0.05950406562640624
16800.0,0.06036675364294057,0.06036675364294057
16900.0,0.061480217492377004,0.061480217492377004
17000.0,0.06267295482634112,0.06267295482634112
17100.0,0.06391272628219496,0.06391272628219496
17200.0,0.06520230853839931,0.06520230853839931
17300.0,0.06654148176256838,0.06654148176256838
17400.0,0.06792560895714245,0.06792560895714245
17500.0,0.06935174134550788,0.06935174134550788
17600.0,0.07081565074632318,0.07081565074632318
17700.0,0.072313755028566,0.072313755028566
17800.0,0.0738484623110616,0.0738484623110616
17900.0,0.07541852684402353,0.07541852684402353
18000.0,0.07700390654069134,0.07700390654069134
18100.0,0.07859617802341497,0.07859617802341497
18200.0,0.08024148892826813,0.08024148892826813
18300.0,0.08193608218733218,0.08193608218733218
18400.0,0.0834567478388002,0.0834567478388002
18500.0,0.08456907573799971,0.08456907573799971
18600.0,0.08506482927696256,0.08506482927696256
18700.0,0.08482095904276364,0.08482095904276364
18800.0,0.08427144453198362,0.08427144453198362
18900.0,0.0838464046232181,0.0838464046232181
19000.0,0.08351474611412114,0.08351474611412114
19100.0,0.08317852483941122,0.08317852483941122
19200.0,0.08284608598717574,0.08284608598717574
19300.0,0.08254163276391861,0.08254163276391861
19400.0,0.08226326758769076,0.08226326758769076
19500.0,0.08200536852695714,0.08200536852695714
19600.0,0.08176832008312858,0.08176832008312858
19700.0,0.08155338096555384,0.08155338096555384
19800.0,0.08136059094081348,0.08136059094081348
20000.0,0.08104068668326055,0.08104068668326055
